Domain,TLD,Source_Count,Sources
www.zoomeye.org,org,1,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti سند بررسی و تلاش برای اخذ دسترسی با استفاده از اسیب پذیریpdf/analysis_pages_0029-0030.md
www.inspici.com,com,1,Malwares and Logs/access.log
autoload-classmap.php,php,1,Malwares and Logs/ameen-alkhalij.com.log
ece.cepni,cepni,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509103855_default_46.30.176.85_ad.exchange.mail_796067.txt
sales.dlink,dlink,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220511020316_default_195.112.212.187_ad.exchange.mail_460335.txt
lists.html,html,1,Malwares and Logs/ameen-alkhalij.com.log
mehmetsena.altin,altin,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510022249_default_95.0.240.217_ad.exchange.mail_821413.txt
zsrvh-itswb-ivcs.fs.vbs.admin.ch,ch,1,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti سند بررسی و تلاش برای اخذ دسترسی با استفاده از اسیب پذیریpdf/analysis_pages_0029-0030.md
adnan.shan,shan,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220510092026_default_194.126.2.223_ad.exchange.mail_419326.txt
mail.sih-kw.com,com,1,Malwares and Logs/All_Proxy_Shell_Targets/kuwait/KW_proxyshell_target.txt
sayed.elachi,elachi,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220511020316_default_195.112.212.187_ad.exchange.mail_460335.txt
define.nettsi.tum,tum,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510022249_default_95.0.240.217_ad.exchange.mail_821413.txt
login.jsp,jsp,1,Malwares and Logs/access.log
stu.yazd.ac.ir,ir,1,Malwares and Logs/All_Proxy_Shell_Targets/Iran/IR_Proxyshell_target2.txt
e.shehadeh,shehadeh,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220511023842_default_185.125.149.35_ad.exchange.mail_029838.txt
hj.lee,lee,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528052745_default_112.220.89.44_ad.exchange.mail_358740.txt
airtech.ahl,ahl,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509101256_default_92.45.15.114_ad.exchange.mail_954868.txt
mail.moein-ig.com,com,1,Malwares and Logs/All_Proxy_Shell_Targets/Iran/IR_Proxyshell_target2.txt
aysel.hasanova,hasanova,3,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509095256_default_89.147.201.146_ad.exchange.mail_288590.txt|Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509100603_default_89.147.201.146_ad.exchange.mail_883805.txt|Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509095415_default_89.147.205.100_ad.exchange.mail_981251.txt
pdi1.php,php,1,Malwares and Logs/ameen-alkhalij.com.log
mohamed.yousri,yousri,2,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511062016_default_85.184.233.219_ad.exchange.mail_340863.txt|Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511073715_default_85.184.233.203_ad.exchange.mail_245488.txt
maria.sajyan,sajyan,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220511020316_default_195.112.212.187_ad.exchange.mail_460335.txt
admin.jsp,jsp,1,Malwares and Logs/access.log
zheng.lu,lu,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528083215_default_211.58.43.200_ad.exchange.mail_188966.txt
dervise.sadirvan,sadirvan,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509103855_default_46.30.176.85_ad.exchange.mail_796067.txt
arife.erdem,erdem,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509103500_default_85.111.43.100_ad.exchange.mail_333724.txt
a.alhutam,alhutam,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511073003_default_77.240.93.43_ad.exchange.mail_665198.txt
ye.kim,kim,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528052745_default_112.220.89.44_ad.exchange.mail_358740.txt
abdelraouf.abdeghani,abdeghani,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511081050_default_86.51.167.167_ad.exchange.mail_336958.txt
alaqrabawi.ind.eng,eng,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511153325_default_212.12.169.12_ad.exchange.mail_543681.txt
wp-head.php,php,1,Malwares and Logs/ameen-alkhalij.com.log
bituach.co.il,il,1,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti سند بررسی و تلاش برای اخذ دسترسی با استفاده از اسیب پذیریpdf/analysis_pages_0035-0036.md
home.js,js,2,Malwares and Logs/ameen-alkhalij.com.log|Malwares and Logs/access.log
gokhan.bilgi,bilgi,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510022249_default_95.0.240.217_ad.exchange.mail_821413.txt
boyteks.com,com,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509101256_default_92.45.15.114_ad.exchange.mail_954868.txt
abdullah.gerboga,gerboga,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509102834_default_212.175.105.121_ad.exchange.mail_139913.txt
wp-user.php,php,1,Malwares and Logs/ameen-alkhalij.com.log
starlink.com,com,1,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/_گزارش عملکرد ماهانه بهمن ماه_REDACTEDpdf/analysis_pages_0003-0003.md
twitter.com,com,1,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/544bf4f9e5fdb4d35987b4c25f537213ce3c926a_گزارش عملکرد ماهانه  بهمن ما_REDACTEDpdf/analysis_pages_0005-0006.md
admin.cfm,cfm,1,Malwares and Logs/access.log
c.maraslioglu,maraslioglu,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509095927_default_212.156.77.214_ad.exchange.mail_939687.txt
abdurrahman.dalkara,dalkara,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509102834_default_212.175.105.121_ad.exchange.mail_139913.txt
c.kanbolat,kanbolat,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509095927_default_212.156.77.214_ad.exchange.mail_939687.txt
out.txt,txt,1,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti سند بررسی و تلاش برای اخذ دسترسی با استفاده از اسیب پذیریpdf/analysis_pages_0039-0040.md
support.cn.ir,ir,1,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti/analysis_pages_0036-0040.md
abderrahmane.benidir,benidir,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220510092026_default_194.126.2.223_ad.exchange.mail_419326.txt
academia.edu,edu,1,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Image_Documents/227a0cd0ce8cfdc0a190235aece93f4a8a41d283_1 2jpg_analysis.md
ayse.darama,darama,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509103500_default_85.111.43.100_ad.exchange.mail_333724.txt
fatih.avcil,avcil,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509103855_default_46.30.176.85_ad.exchange.mail_796067.txt
dilek.seker,seker,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509103855_default_46.30.176.85_ad.exchange.mail_796067.txt
kr.barr,barr,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509102716_default_185.42.172.246_ad.exchange.mail_765512.txt
emaze.com,com,1,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti سند بررسی و تلاش برای اخذ دسترسی با استفاده از اسیب پذیریpdf/analysis_pages_0035-0036.md
a.alolaiwi,alolaiwi,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511073003_default_77.240.93.43_ad.exchange.mail_665198.txt
handan.vural,vural,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509101220_default_78.188.48.174_ad.exchange.mail_104680.txt
ali.daher,daher,3,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220510091126_default_212.98.140.116_ad.exchange.mail_817178.txt|Malwares and Logs/All_Proxy_Shell_Targets/LB/20220510085918_default_212.98.140.119_ad.exchange.mail_252554.txt|Malwares and Logs/All_Proxy_Shell_Targets/LB/20220511020241_default_212.98.140.116_ad.exchange.mail_160312.txt
mustafa.beyazbayram,beyazbayram,1,Malwares and Logs/173c6a542c2046c38d2cb863239eff0566a8a9c0_mfa.tr.txt
d.senger,senger,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509095927_default_212.156.77.214_ad.exchange.mail_939687.txt
amjad.adam,adam,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511053201_default_212.12.178.178_ad.exchange.mail_084629.txt
abdul.hadi,hadi,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511053201_default_212.12.178.178_ad.exchange.mail_084629.txt
editable.local.domain,domain,1,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti سند بررسی و تلاش برای اخذ دسترسی با استفاده از اسیب پذیریpdf/analysis_pages_0029-0030.md
customs.gov.lb,lb,3,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220510091126_default_212.98.140.116_ad.exchange.mail_817178.txt|Malwares and Logs/All_Proxy_Shell_Targets/LB/20220510085918_default_212.98.140.119_ad.exchange.mail_252554.txt|Malwares and Logs/All_Proxy_Shell_Targets/LB/20220511020241_default_212.98.140.116_ad.exchange.mail_160312.txt
vcenter.mizban-wd.online,online,1,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti سند بررسی و تلاش برای اخذ دسترسی با استفاده از اسیب پذیریpdf/analysis_pages_0035-0036.md
abdulaziz.alsadoun,alsadoun,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511081050_default_86.51.167.167_ad.exchange.mail_336958.txt
sefa.iren,iren,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510022249_default_95.0.240.217_ad.exchange.mail_821413.txt
mail.vfb-co.com,com,1,Malwares and Logs/All_Proxy_Shell_Targets/Iran/IR_Proxyshell_target2.txt
adel.hamamid,hamamid,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220510092026_default_194.126.2.223_ad.exchange.mail_419326.txt
webmail.hanchem.com,com,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
alsaleem.hamad,hamad,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511153325_default_212.12.169.12_ad.exchange.mail_543681.txt
celalettin.aslanpay,aslanpay,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509090817_default_212.175.168.58_ad.exchange.mail_153067.txt
aysima.sezer,sezer,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509103855_default_46.30.176.85_ad.exchange.mail_796067.txt
humaxdigital.com,com,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528042238_default_112.168.212.106_ad.exchange.mail_432586.txt
login.action,action,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
alican.ucan,ucan,2,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510025101_default_91.93.60.19_ad.exchange.mail_714410.txt|Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510023853_default_91.93.60.19_ad.exchange.mail_346834.txt
ahmetnedim.eker,eker,2,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510025101_default_91.93.60.19_ad.exchange.mail_714410.txt|Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510023853_default_91.93.60.19_ad.exchange.mail_346834.txt
mohanty.swarup,swarup,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528085858_default_3.35.110.181_ad.exchange.mail_716037.txt
api.ipify.org,org,1,Malwares and Logs/access.log
aydin.karakas,karakas,2,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510025101_default_91.93.60.19_ad.exchange.mail_714410.txt|Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510023853_default_91.93.60.19_ad.exchange.mail_346834.txt
banu.kurt,kurt,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509103500_default_85.111.43.100_ad.exchange.mail_333724.txt
emine.erturk,erturk,2,Malwares and Logs/173c6a542c2046c38d2cb863239eff0566a8a9c0_mfa.tr.txt|Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509090817_default_212.175.168.58_ad.exchange.mail_153067.txt
khandelwal.gaurav,gaurav,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528085858_default_3.35.110.181_ad.exchange.mail_716037.txt
facebook.html,html,1,Malwares and Logs/ameen-alkhalij.com.log
elie.tannouri,tannouri,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220511020316_default_195.112.212.187_ad.exchange.mail_460335.txt
config.do,do,1,Malwares and Logs/ameen-alkhalij.com.log
a.bahram,bahram,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511073003_default_77.240.93.43_ad.exchange.mail_665198.txt
zeynep.kici,kici,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510022325_default_176.53.36.12_ad.exchange.mail_154062.txt
a.ahmad,ahmad,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511073003_default_77.240.93.43_ad.exchange.mail_665198.txt
iaac-ac.ir,ir,1,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Image_Documents/حنانه عزیزیjpg_analysis.md
sundar.syama,syama,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528085858_default_3.35.110.181_ad.exchange.mail_716037.txt
a.alsayed,alsayed,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511073003_default_77.240.93.43_ad.exchange.mail_665198.txt
baxtiyar.alekperov,alekperov,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509095415_default_89.147.205.100_ad.exchange.mail_981251.txt
ahmet.kelesoglu,kelesoglu,2,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510025101_default_91.93.60.19_ad.exchange.mail_714410.txt|Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510023853_default_91.93.60.19_ad.exchange.mail_346834.txt
default.aspx,aspx,1,Malwares and Logs/access.log
indice.pl,pl,1,Malwares and Logs/access.log
indice.php,php,1,Malwares and Logs/access.log
webmail.josons.com,com,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/Result_1.csv
deniz.kabaosmanoglu,kabaosmanoglu,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509095927_default_212.156.77.214_ad.exchange.mail_939687.txt
arif.ekiz,ekiz,2,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510025101_default_91.93.60.19_ad.exchange.mail_714410.txt|Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510023853_default_91.93.60.19_ad.exchange.mail_346834.txt
casino.it,it,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509103855_default_46.30.176.85_ad.exchange.mail_796067.txt
subprocess.call,call,2,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti سند بررسی و تلاش برای اخذ دسترسی با استفاده از اسیب پذیریpdf/analysis_pages_0047-0048.md|Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti/analysis_pages_0046-0050.md
ahmed.kamar,kamar,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511053201_default_212.12.178.178_ad.exchange.mail_084629.txt
dswhcontroller.php,php,2,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/1403-04-31_hsn_phish_DailyReportpdf/analysis_pages_0001-0001.md|Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/1403-04-30_hsn_phish_DailyReportpdf/analysis_pages_0001-0001.md
abdalaziz.khalefa,khalefa,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511081050_default_86.51.167.167_ad.exchange.mail_336958.txt
hanife.senol,senol,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510022249_default_95.0.240.217_ad.exchange.mail_821413.txt
kodit.co.kr,kr,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528060718_default_183.111.79.206_ad.exchange.mail_468563.txt
a.kaya,kaya,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509095927_default_212.156.77.214_ad.exchange.mail_939687.txt
jun.hong,hong,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528085858_default_3.35.110.181_ad.exchange.mail_716037.txt
ali.tuncay,tuncay,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509090817_default_212.175.168.58_ad.exchange.mail_153067.txt
a.alenazi,alenazi,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511073003_default_77.240.93.43_ad.exchange.mail_665198.txt
aybeniz.orudjeva,orudjeva,3,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509095256_default_89.147.201.146_ad.exchange.mail_288590.txt|Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509100603_default_89.147.201.146_ad.exchange.mail_883805.txt|Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509095415_default_89.147.205.100_ad.exchange.mail_981251.txt
exchange.lcu.edu.lb,lb,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/Result_1.csv
ankit.ind.eng,eng,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511153325_default_212.12.169.12_ad.exchange.mail_543681.txt
a.sayed,sayed,2,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511062016_default_85.184.233.219_ad.exchange.mail_340863.txt|Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511073715_default_85.184.233.203_ad.exchange.mail_245488.txt
b.kervenova,kervenova,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509095927_default_212.156.77.214_ad.exchange.mail_939687.txt
webmail.m-nassifetfils.com,com,2,Malwares and Logs/All_Proxy_Shell_Targets/LB/Result_1.csv|Malwares and Logs/All_Proxy_Shell_Targets/LB/LB_Proxy_Shell_target.txt
ambre.rekha,rekha,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528085858_default_3.35.110.181_ad.exchange.mail_716037.txt
define.tum,tum,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510022249_default_95.0.240.217_ad.exchange.mail_821413.txt
tracekit.js,js,1,Malwares and Logs/access.log
index.aspx,aspx,1,Malwares and Logs/access.log
m.php,php,1,Malwares and Logs/ameen-alkhalij.com.log
absaran.net,net,1,Malwares and Logs/All_Proxy_Shell_Targets/Iran/IR_Proxyshell_target2.txt
cagri.kalfaoglu,kalfaoglu,2,Malwares and Logs/173c6a542c2046c38d2cb863239eff0566a8a9c0_mfa.tr.txt|Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509090817_default_212.175.168.58_ad.exchange.mail_153067.txt
remote.pharmatec.com.lb,lb,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/Result_1.csv
abed.jalaleddine,jalaleddine,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220511013858_default_185.3.22.28_ad.exchange.mail_486453.txt
nour.abichahla,abichahla,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220511020316_default_195.112.212.187_ad.exchange.mail_460335.txt
default.jhtml,jhtml,1,Malwares and Logs/access.log
fb.casino,casino,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509103855_default_46.30.176.85_ad.exchange.mail_796067.txt
mbrain.kr,kr,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528060718_default_183.111.79.206_ad.exchange.mail_468563.txt
sts.kopri.re.kr,kr,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
iikr.co.kr,kr,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528060718_default_183.111.79.206_ad.exchange.mail_468563.txt
abbas.alaseef,alaseef,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511081050_default_86.51.167.167_ad.exchange.mail_336958.txt
maurice.karam,karam,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220511020316_default_195.112.212.187_ad.exchange.mail_460335.txt
name-conflict-fixes.js,js,1,Malwares and Logs/access.log
sellers.json,json,1,Malwares and Logs/ameen-alkhalij.com.log
netapp.com,com,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528060718_default_183.111.79.206_ad.exchange.mail_468563.txt
xian.zhu,zhu,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528083215_default_211.58.43.200_ad.exchange.mail_188966.txt
hqex1.tobacco.ir,ir,1,Malwares and Logs/All_Proxy_Shell_Targets/Iran/IR_Proxyshell_target2.txt
sharifi.jpg,jpg,1,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Image_Documents/سرکار خانم لیلا شریفیjpg_analysis.md
dilek.genc,genc,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509103855_default_46.30.176.85_ad.exchange.mail_796067.txt
a.alfareej,alfareej,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511073003_default_77.240.93.43_ad.exchange.mail_665198.txt
